filename,is_normal,has_disease,actual_disease,quality_score,severity_score,brightness_category,contrast_category,texture_normalized
train_dme_train_1113.jpg,False,True,DME,0.2079023943968895,6,Low,Medium,0.06092438094070943
val_dme_val_1032.jpg,False,True,DME,0.22050391976361888,5,Low,Medium,0.12032195423499203
train_dme_train_2354.jpg,False,True,DME,0.3201041544370919,6,Low,Medium,0.36088298036949323
train_dme_train_2171.jpg,False,True,DME,0.20418364208391185,4,Low,Medium,0.02759653344385867
train_dme_train_1935.jpg,False,True,DME,0.24100798625673822,7,Low,High,0.1189592556248204
train_dme_train_1230.jpg,False,True,DME,0.2578529430033174,7,Low,High,0.08237468746674066
train_dme_train_1950.jpg,False,True,DME,0.2181431987305253,6,Low,Medium,0.060777955596837414
train_dme_train_1143.jpg,False,True,DME,0.21784421958561853,4,Low,Medium,0.0560755930310475
val_dme_val_1284.jpg,False,True,DME,0.21467093781889326,6,Low,Medium,0.06838173456697316
train_dme_train_3093.jpg,False,True,DME,0.21348806591887232,5,Low,High,0.02701097695737718
val_dme_val_1079.jpg,False,True,DME,0.21287956480524678,4,Low,Medium,0.04103495229279351
train_dme_train_3242.jpg,False,True,DME,0.22951145465703995,6,Low,Medium,0.061744247619120125
train_dme_train_1561.jpg,False,True,DME,0.2122556856304808,5,Low,Medium,0.09328187860977478
val_dme_val_1051.jpg,False,True,DME,0.2109936953873286,4,Low,Medium,0.036517727150337076
val_dme_val_1074.jpg,False,True,DME,0.21829462300983826,6,Low,Medium,0.06318596664943517
train_dme_train_2865.jpg,False,True,DME,0.21294321232272254,5,Low,High,0.04078197875487053
train_dme_train_2569.jpg,False,True,DME,0.2794623313210964,5,Medium,Medium,0.10029097309811391
train_dme_train_1421.jpg,False,True,DME,0.1935560080959907,4,Low,Medium,0.033991259155428596
train_dme_train_2712.jpg,False,True,DME,0.23655104673856167,5,Low,High,0.024069216061141492
val_dme_val_1334.jpg,False,True,DME,0.19704646640019186,4,Low,High,0.026366605665855716
test_dme_test_1264.jpg,False,True,DME,0.2083068743777941,5,Low,High,0.026055768846682502
val_dme_val_1258.jpg,False,True,DME,0.20180369096897205,4,Low,High,0.03217757020544829
train_dme_train_2751.jpg,False,True,DME,0.20298434699871756,5,Low,High,0.008786941331030923
train_dme_train_3140.jpg,False,True,DME,0.27773964449705285,2,Medium,Medium,0.050481985076622694
val_dme_val_1023.jpg,False,True,DME,0.3108104972700621,7,Low,High,0.20833353338766572
train_dme_train_3180.jpg,False,True,DME,0.23501876829079454,5,Low,High,0.04007717530677334
train_dme_train_1112.jpg,False,True,DME,0.2523786461572214,5,Low,Medium,0.16120603511514683
train_dme_train_2940.jpg,False,True,DME,0.20408439366998826,6,Low,Medium,0.07942740876477265
train_dme_train_1038.jpg,False,True,DME,0.23851503095351181,5,Low,High,0.025867313850468043
train_dme_train_2367.jpg,False,True,DME,0.22634082131699687,6,Low,High,0.07635783285631384
train_dme_train_1008.jpg,False,True,DME,0.23253304141815584,5,Low,Medium,0.11198871535558584
train_dme_train_1033.jpg,False,True,DME,0.2643378803028011,5,Low,High,0.04154879975501694
train_dme_train_1915.jpg,False,True,DME,0.21416947283357068,6,Low,High,0.062446143103727696
train_dme_train_2887.jpg,False,True,DME,0.2304732581801495,5,Low,High,0.053197831745815174
val_dme_val_1265.jpg,False,True,DME,0.24233003599858002,5,Low,High,0.031992214985280314
test_dme_test_1237.jpg,False,True,DME,0.23239560211181193,4,Low,Medium,0.03784991231041818
train_dme_train_3083.jpg,False,True,DME,0.20880676099163628,4,Low,Medium,0.03528475557530857
val_dme_val_1274.jpg,False,True,DME,0.2298272952419051,5,Low,High,0.0187673216101254
train_dme_train_2823.jpg,False,True,DME,0.24007836121615786,6,Low,Medium,0.07352403267625915
val_dme_val_1317.jpg,False,True,DME,0.20841414789134005,5,Low,High,0.037672546370190664
train_dme_train_3171.jpg,False,True,DME,0.21286704847639276,6,Low,Medium,0.07087290631966761
train_dme_train_2077.jpg,False,True,DME,0.2304065955007796,5,Low,High,0.0424991225884563
train_dme_train_2139.jpg,False,True,DME,0.27825310019887595,4,Medium,High,0.04616899605428078
val_dme_val_1191.jpg,False,True,DME,0.24536083533757033,7,Low,High,0.05930226361620568
train_dme_train_1101.jpg,False,True,DME,0.25554403792821856,5,Low,Medium,0.1733882887816674
train_dme_train_1854.jpg,False,True,DME,0.2105113231815906,5,Low,High,0.049085795171345904
train_dme_train_2163.jpg,False,True,DME,0.26325873040080594,6,Low,Medium,0.08163392508861085
train_dme_train_2154.jpg,False,True,DME,0.19636163995745112,5,Low,Medium,0.08555468665329856
train_dme_train_1333.jpg,False,True,DME,0.2739668917583395,5,Low,High,0.053308162806802915
