filename,disease_type,file_size,image_width,image_height,channels,mean_intensity,std_intensity,min_intensity,max_intensity,contrast,brightness,texture_complexity,skewness,kurtosis,edge_density,processing_timestamp,feature_extraction_method,brightness_category,contrast_category,quality_score,texture_normalized,severity_score,brightness_deviation,processed_by,partition_id,is_normal,has_disease,actual_disease
train_dme_train_1113.jpg,DME,82925,512,512,3,45.27906036376953,41.0007939898276,0.0,255.0,0.9055133578397924,0.17756494260301778,1054.4740103170625,1.2650806351532606,4.678745981326034,48.60431671142578,2025-08-03T08:42:37.580831,opencv_analysis,Low,Medium,0.2079023943968895,0.06092438094070943,6,-0.016874833427942326,spark-worker-3,2,False,True,DME
val_dme_val_1032.jpg,DME,98704,512,512,3,46.81834030151367,39.78484617382592,0.0,255.0,0.8497705368795323,0.1836013345157399,2074.972034898805,1.5506552995178557,6.106206418165404,73.05238723754883,2025-08-03T08:42:37.580831,opencv_analysis,Low,Medium,0.22050391976361888,0.12032195423499203,5,-0.010838441515220204,spark-worker-3,2,False,True,DME
train_dme_train_2354.jpg,DME,121396,512,512,3,45.79713439941406,46.1307586799782,0.0,255.0,1.0072848287330485,0.1795966054878983,6208.003711888974,1.0964749823192792,3.82026677451937,85.48799514770508,2025-08-03T08:42:37.580831,opencv_analysis,Low,Medium,0.3201041544370919,0.36088298036949323,6,-0.014843170543061807,spark-worker-3,2,False,True,DME
train_dme_train_2171.jpg,DME,57556,768,496,3,41.47436260920699,40.749178801332064,0.0,255.0,0.9825148896269248,0.16264455925179214,481.8748173232381,1.3924919815618706,4.923058001519575,30.551560924899192,2025-08-03T08:42:37.580831,opencv_analysis,Low,Medium,0.20418364208391185,0.02759653344385867,4,-0.03179521677916797,spark-worker-3,2,False,True,DME
train_dme_train_1935.jpg,DME,102809,512,512,3,36.262046813964844,38.93471202175882,0.0,255.0,1.073704201572116,0.1422041051528033,2051.559778090086,1.8373455885318213,7.024665740155391,77.95211791992188,2025-08-03T08:42:37.580831,opencv_analysis,Low,High,0.24100798625673822,0.1189592556248204,7,-0.05223567087815681,spark-worker-3,2,False,True,DME
train_dme_train_1230.jpg,DME,79415,512,512,3,56.289424896240234,62.344191410919265,0.0,255.0,1.1075649027475398,0.22074284273035386,1423.0075079405215,2.1063925453176218,6.840914156802852,49.056644439697266,2025-08-03T08:42:37.580831,opencv_analysis,Low,High,0.2578529430033174,0.08237468746674066,7,0.02630306669939375,spark-worker-3,2,False,True,DME
train_dme_train_1950.jpg,DME,85079,512,512,3,45.704750061035156,44.38881046120242,0.0,255.0,0.9712078154223488,0.17923431396484374,1051.9583052826201,1.321058895752035,4.56260337316144,52.7647590637207,2025-08-03T08:42:37.580831,opencv_analysis,Low,Medium,0.2181431987305253,0.060777955596837414,6,-0.015205462066116365,spark-worker-3,2,False,True,DME
train_dme_train_1143.jpg,DME,44782,512,496,3,47.84840048513105,46.05025364398712,0.0,255.0,0.9624199174285312,0.1876407862162002,971.167938890368,2.449807668713622,10.463605867954856,52.24270728326613,2025-08-03T08:42:37.580831,opencv_analysis,Low,Medium,0.21784421958561853,0.0560755930310475,4,-0.006798989814759904,spark-worker-3,2,False,True,DME
val_dme_val_1284.jpg,DME,88160,512,512,3,52.80754089355469,46.22785139158412,0.0,255.0,0.8754024635376717,0.20708839566099876,1182.5973362735822,2.053388619909553,8.766785519749616,63.92995834350586,2025-08-03T08:42:37.580831,opencv_analysis,Low,Medium,0.21467093781889326,0.06838173456697316,6,0.01264861963003866,spark-worker-3,2,False,True,DME
train_dme_train_3093.jpg,DME,60912,768,496,3,27.881867439516128,32.163741036926844,0.0,255.0,1.1535719803094016,0.10934065662555344,471.81448649499356,2.2072833325666448,9.24279961191215,30.965261151713708,2025-08-03T08:42:37.580831,opencv_analysis,Low,High,0.21348806591887232,0.02701097695737718,5,-0.08509911940540667,spark-worker-3,2,False,True,DME
val_dme_val_1079.jpg,DME,70656,512,512,3,44.80375671386719,44.15834175270315,0.0,255.0,0.985594624011422,0.1757010067210478,712.7576485273894,2.796357156202749,12.711937973456935,33.641510009765625,2025-08-03T08:42:37.580831,opencv_analysis,Low,Medium,0.21287956480524678,0.04103495229279351,4,-0.018738769309912306,spark-worker-3,2,False,True,DME
train_dme_train_3242.jpg,DME,74351,512,512,3,50.78131866455078,51.05256441771454,0.0,255.0,1.0053414476090223,0.19914242613549327,1068.5599784692167,2.2216514155344,8.266566753565936,40.124874114990234,2025-08-03T08:42:37.580831,opencv_analysis,Low,Medium,0.22951145465703995,0.061744247619120125,6,0.004702650104533163,spark-worker-3,2,False,True,DME
train_dme_train_1561.jpg,DME,50399,512,496,3,47.89037298387097,40.433317756403795,0.0,255.0,0.8442890551305867,0.18780538425047438,1610.4018137660291,2.0129872380904015,8.589363489432913,68.21334346648186,2025-08-03T08:42:37.580831,opencv_analysis,Low,Medium,0.2122556856304808,0.09328187860977478,5,-0.006634391780485721,spark-worker-3,2,False,True,DME
val_dme_val_1051.jpg,DME,40811,512,496,3,49.61642357610887,46.87156505478023,0.0,255.0,0.944678428562708,0.19457421010238773,635.1480917929985,2.2866357994939195,9.394444828452286,39.24227806829637,2025-08-03T08:42:37.580831,opencv_analysis,Low,Medium,0.2109936953873286,0.036517727150337076,4,0.00013443407142763042,spark-worker-3,2,False,True,DME
val_dme_val_1074.jpg,DME,83791,512,512,3,43.091339111328125,42.55984560387786,0.0,255.0,0.987665885572107,0.16898564357383578,1093.3298695748526,1.5637262367316107,5.626096090050641,51.62956237792969,2025-08-03T08:42:37.580831,opencv_analysis,Low,Medium,0.21829462300983826,0.06318596664943517,6,-0.02545413245712433,spark-worker-3,2,False,True,DME
train_dme_train_2865.jpg,DME,76867,512,512,3,36.37507629394531,38.3076218054762,0.0,255.0,1.0531282875096695,0.14264735801547182,708.4113599266275,2.068506810289935,7.846038431506028,38.00914764404297,2025-08-03T08:42:37.580831,opencv_analysis,Low,High,0.21294321232272254,0.04078197875487053,5,-0.051792418015488284,spark-worker-3,2,False,True,DME
