filename,disease_type,file_size,image_width,image_height,channels,mean_intensity,std_intensity,min_intensity,max_intensity,contrast,brightness,texture_complexity,skewness,kurtosis,edge_density,processing_timestamp,feature_extraction_method,brightness_category,contrast_category,quality_score,severity_score,texture_normalized,brightness_deviation,processed_by,partition_id
test_dme_test_1178.jpg,DME,39490,512,496,3,43.37897712953629,53.54290085464223,0.0,255.0,1.2343052878991339,0.1701136358021031,831.7265007374158,2.7992608487672705,10.89375864302189,40.963351341985884,2025-08-13T03:05:55.824865,opencv_analysis,Low,High,0.29126676430723153,9,0.06548775474025144,-0.02594961045595154,spark-worker-1,0
train_dme_train_3096.jpg,DME,58915,512,496,3,63.038467899445564,45.82433270953203,0.0,255.0,0.7269264980016283,0.24720967803704144,1845.4525946074639,1.3595723402179605,5.7600597735046435,81.49492817540323,2025-08-13T03:05:55.824865,opencv_analysis,Low,Medium,0.24881944240904252,7,0.1456794164368002,0.05114643177898681,spark-worker-1,0
train_dme_train_3190.jpg,DME,133542,1536,496,3,36.10382408224126,36.87308826962012,0.0,255.0,1.0213070002121256,0.14158362385192652,768.4878075576777,2.191511280202903,8.858138723991,45.085626417590724,2025-08-13T03:05:55.824865,opencv_analysis,Low,High,0.24321676456117022,8,0.060485204327209094,-0.05447962240612811,spark-worker-1,0
train_dme_train_3217.jpg,DME,64130,768,496,3,36.65962071572581,42.47645574094503,0.0,255.0,1.1586714459029845,0.14376321849304238,610.3125705619758,1.8980231368155867,6.993768232038357,32.864399571572584,2025-08-13T03:05:55.824865,opencv_analysis,Low,High,0.26446978660656684,9,0.04797261816549114,-0.05230002776501225,spark-worker-1,0
train_dme_train_1732.jpg,DME,68821,512,512,3,28.82384490966797,32.91352991275387,0.0,255.0,1.1418854776627723,0.11303468592026654,470.76191598582955,2.2229264569305247,8.641957016287012,21.42477035522461,2025-08-13T03:05:55.824865,opencv_analysis,Low,High,0.2488458765462371,8,0.03693334537871722,-0.08302856033778809,spark-worker-1,0
train_dme_train_2943.jpg,DME,83868,512,512,3,37.742530822753906,37.045244461807414,0.0,255.0,0.9815251827117508,0.14800992479511335,928.521916411104,1.7633553190294031,6.744453708853283,47.87961959838867,2025-08-13T03:05:55.824865,opencv_analysis,Low,Medium,0.24197432245398104,8,0.07314483812245771,-0.04805332146294128,spark-worker-1,0
train_dme_train_2977.jpg,DME,33204,512,496,3,42.49215599798387,68.71069659779687,0.0,255.0,1.6170207179192553,0.16663590587444654,635.31516571222,2.67135595258951,8.424474907611012,26.636470671622984,2025-08-13T03:05:55.824865,opencv_analysis,Low,High,0.3535935707886979,9,0.049950469642283835,-0.029427340383608086,spark-worker-1,0
test_dme_test_1334.jpg,DME,85608,768,496,3,39.18019678259409,43.39086107147966,0.0,255.0,1.1074691970601886,0.15364783051997682,1717.9316069540826,1.8226029705025413,6.85685845863387,67.77587890625,2025-08-13T03:05:55.824865,opencv_analysis,Low,High,0.2854198601779841,10,0.1355917606460037,-0.042415415738077805,spark-worker-1,0
test_dme_test_1340.jpg,DME,102529,512,512,3,69.2235107421875,58.32970597579368,0.0,255.0,0.8426285426787129,0.27146474800857845,2367.9818433462497,2.0559914459225412,7.308497968578466,79.85578536987305,2025-08-13T03:05:55.824865,opencv_analysis,Low,Medium,0.2894944885165311,7,0.1870145354544469,0.07540150175052382,spark-worker-1,0
train_dme_train_3146.jpg,DME,49169,512,496,3,51.788070186491936,47.280098920951005,0.0,255.0,0.9129534804191881,0.20309047131957622,1350.578308820957,2.302940523280921,9.463516545781063,63.72288857736895,2025-08-13T03:05:55.824865,opencv_analysis,Low,Medium,0.2566117902138853,8,0.10653196669856743,0.007027225061521591,spark-worker-1,0
val_dme_val_1060.jpg,DME,65784,512,512,3,49.29356384277344,61.4180439812568,0.0,255.0,1.2459647709213226,0.1933080935010723,762.398580283334,2.292027460490982,7.732249911999963,27.09491729736328,2025-08-13T03:05:55.824865,opencv_analysis,Low,High,0.29860551196705043,9,0.06000351084360408,-0.002755152756982321,spark-worker-1,0
train_dme_train_3261.jpg,DME,82494,512,512,3,43.22091293334961,50.37676429824747,0.0,255.0,1.1655645584333862,0.16949377620921416,967.2487264661468,2.2782643997872993,9.051349112811216,45.43996810913086,2025-08-13T03:05:55.824865,opencv_analysis,Low,High,0.2821518891390878,9,0.07620835524932236,-0.02656947004884047,spark-worker-1,0
train_dme_train_2061.jpg,DME,77517,512,512,3,30.206806182861328,27.400445506825353,0.0,255.0,0.9070950878074544,0.1184580634622013,779.4253464580979,2.207960713375703,9.771641619075783,50.186004638671875,2025-08-13T03:05:55.824865,opencv_analysis,Low,Medium,0.21620110863975717,8,0.06135042761049944,-0.07760518279585334,spark-worker-1,0
train_dme_train_1847.jpg,DME,35477,512,496,3,43.7879638671875,55.303833578829085,0.0,255.0,1.2629916692762917,0.1717175053615196,1008.278554357286,2.6721468492797693,10.110845066980355,26.460748487903224,2025-08-13T03:05:55.824865,opencv_analysis,Low,High,0.30117871336473384,10,0.07945405455371024,-0.024345740896535017,spark-worker-1,0
val_dme_val_1026.jpg,DME,61352,512,512,3,25.862899780273438,31.951276797129136,0.0,255.0,1.23540968215403,0.10142313639322917,305.7033677799045,2.8360150093031993,13.658778497379696,15.334396362304688,2025-08-13T03:05:55.824865,opencv_analysis,Low,High,0.25798342715944,8,0.023876249050732365,-0.09464010986482546,spark-worker-1,0
train_dme_train_3263.jpg,DME,73813,512,512,3,38.25355529785156,39.526631452582386,0.0,255.0,1.0332799433887476,0.15001394234451593,560.3060416267108,3.030179625740777,15.423882158887391,41.48283004760742,2025-08-13T03:05:55.824865,opencv_analysis,Low,High,0.24278405623007807,8,0.0440168093180674,-0.0460493039135387,spark-worker-1,0
val_dme_val_1331.jpg,DME,33008,512,496,3,38.388282037550404,49.53170149834,0.0,255.0,1.2902817961452246,0.15054228250019766,695.5799723730871,2.8759985895030358,12.045276963251458,18.151599514868952,2025-08-13T03:05:55.824865,opencv_analysis,Low,High,0.29203518557835584,9,0.054717768242151674,-0.04552096375785697,spark-worker-1,0
train_dme_train_1541.jpg,DME,62960,512,512,3,36.43579864501953,36.566773749621916,0.0,255.0,1.0035946818643506,0.14288548488242953,349.8417243862059,1.8088367802258227,6.8329888986461444,20.821666717529297,2025-08-13T03:05:55.824865,opencv_analysis,Low,Medium,0.23020688436660583,7,0.02736785115332941,-0.053177761375625104,spark-worker-1,0
train_dme_train_2737.jpg,DME,35913,512,496,3,47.847392420614916,56.81622420962216,0.0,255.0,1.1874466159025847,0.18763683302201928,492.3257013106415,2.46183711287179,8.963420543890868,33.305880638860884,2025-08-13T03:05:55.824865,opencv_analysis,Low,High,0.27987047154524736,8,0.03863916689018952,-0.008426413236035352,spark-worker-1,0
train_dme_train_2622.jpg,DME,72592,512,512,3,84.9474868774414,76.12716243546049,0.0,255.0,0.89616732917942,0.3331273995193781,958.9525318180677,1.351968943063546,3.5802852820208626,47.175350189208984,2025-08-13T03:05:55.824865,opencv_analysis,Medium,Medium,0.28304866243837024,6,0.07555207774141323,0.13706415326132346,spark-worker-1,0
